date,company_code,is_copied,language,last_published,changes_24h,changes_7d,added_24h,removed_24h,added_7d,removed_7d,contributors_7d,contributors_all_time,changes_1y,added_1y,removed_1y,stars,copy,watchers,market_cap_rank,price_share_usd,market_cap_usd
4/25/2018,CZE,FALSE,Python,11d,0,0,0,0,0,0,0,6,56,0,0,2,7,9,24,296.178,1118214486
4/26/2018,BBN,TRUE,C,19d,0,0,0,0,0,0,0,0,44,0,0,31,25,12,20,13.5975,1550676442
4/26/2018,CBT,FALSE,Go,3h,0,0,0,0,0,0,0,100,225,58181,18729,2365,1274,511,1,8823.96,1.50E+11
4/26/2018,HBC,FALSE,Unknown,2d,0,0,0,0,0,0,0,11,0,1397,125,116,67,52,4,1331.88,22767256611
4/26/2018,GBT,FALSE,Unknown,93d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,22,71.2872,1209437148
4/26/2018,NBC,FALSE,Unknown,21h,0,0,0,0,0,0,0,0,12,829594,829610,396,5483,130,29,0.0049327,906916280
4/26/2018,MBT,FALSE,Go,3d,0,0,0,0,0,0,0,1,42,0,0,0,0,1,27,0.94686,934550820
4/26/2018,AAD,FALSE,JavaScript,93d,0,0,0,0,0,0,0,2,3,0,0,0,1,14,7,0.269337,6983119397
4/26/2018,HDA,TRUE,C,151d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13,462.332,3712834926
4/26/2018,SEO,TRUE,C++,7d,0,0,0,0,0,0,0,7,43,0,0,27,27,25,5,14.6927,12002529273
4/26/2018,HET,FALSE,Unknown,17d,0,0,0,0,0,0,0,13,0,0,0,44,29,25,2,618.385,61252155401
4/26/2018,CET,FALSE,Go,102d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,17,18.8631,1912228296
4/26/2018,XIC,FALSE,Python,78d,0,0,0,0,0,0,0,2,22,0,0,2,25,3,21,3.79791,1470669811
4/26/2018,AMI,FALSE,Java,5d,0,0,0,0,0,0,0,12,88,0,0,83,52,18,9,1.80399,5014244835
4/26/2018,KLS,FALSE,JavaScript,286d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,23,10.8843,1145504509
4/26/2018,CLT,TRUE,Java,164d,0,0,0,0,0,0,0,40,0,542195,380303,4,2,13,6,144.847,8148011333
4/26/2018,RXM,FALSE,C,8d,0,0,0,0,0,0,0,11,211,1755243,424903,24,11,18,12,265.657,4242154430
4/26/2018,MXE,TRUE,Shell,44d,0,0,0,0,0,0,0,0,0,0,0,2,1,13,14,0.377127,3394143000
4/26/2018,ONE,FALSE,CSS,14h,0,5,0,0,313,91,4,89,369,137658,51701,147,222,41,10,71.7429,4663288500
4/26/2018,GOM,TRUE,Erlang,71d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,16.0824,1641089134
4/26/2018,MQT,TRUE,C,93d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,18,19.0844,1689927819
4/26/2018,PXR,FALSE,HTML,93d,0,0,0,0,0,0,0,1,8,1584,17,5,6,8,3,0.799113,31282240036
4/26/2018,MST,FALSE,Unknown,93d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,25,4.08313,1038243839
4/26/2018,MXL,FALSE,Unknown,878d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.355427,6600489933
4/26/2018,XTR,FALSE,Unknown,16m,6,14,746,94,1800,471,2,0,93,0,0,10,13,8,11,0.0694737,4567764584
4/26/2018,NVE,TRUE,Unknown,93d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,3.63705,1912285013
4/26/2018,GXV,TRUE,Java,17d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,26,0.0652989,974366441
4/26/2018,CZE,FALSE,Python,12d,0,0,0,0,0,0,0,6,56,0,0,2,7,9,24,282.839,1069872105
4/27/2018,BBN,TRUE,C,20d,0,0,0,0,0,0,0,0,44,0,0,31,25,12,20,14.3258,1633732714
4/27/2018,CBT,FALSE,Go,4h,0,0,0,0,0,0,0,100,225,58181,18729,2368,1277,513,1,9195.46,1.56E+11
4/27/2018,HBC,FALSE,Unknown,3d,0,0,0,0,0,0,0,11,0,1397,125,116,67,54,4,1370.77,23434563978
4/27/2018,GBT,FALSE,Unknown,94d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,22,75.883,1287558923
4/27/2018,NBC,FALSE,Unknown,5h,0,0,0,0,0,0,0,4,0,829594,829610,397,5499,130,27,0.0054891,1009223656
4/27/2018,MBT,FALSE,Go,4d,0,0,0,0,0,0,0,1,42,0,0,0,1,1,28,1.00597,992892390
4/27/2018,AAD,FALSE,JavaScript,94d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,8,0.28838,7476848602
4/27/2018,HDA,TRUE,C,152d,0,0,0,0,0,0,0,1,0,5384,1752,1,1,2,13,498.887,4007313996
4/27/2018,SEO,TRUE,C++,8d,0,0,0,0,0,0,0,7,43,1051,218,27,27,25,5,15.0915,12358702420
4/27/2018,HET,FALSE,Unknown,18d,0,0,0,0,0,0,0,13,0,0,0,44,29,25,2,653.434,64737300452
4/27/2018,CET,FALSE,Go,103d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,16,20.5452,2083129931
4/27/2018,XIC,FALSE,Python,79d,0,0,0,0,0,0,0,2,22,0,0,2,25,3,21,4.17324,1616009353
4/27/2018,AMI,FALSE,Java,6d,0,0,0,0,0,0,0,12,88,23073,6450,83,52,18,9,1.97735,5496104205
4/27/2018,KLS,FALSE,JavaScript,287d,0,0,0,0,0,0,0,0,0,137182,0,1,7,3,23,11.5102,1211773304
4/27/2018,CLT,TRUE,Java,165d,0,0,0,0,0,0,0,40,0,542195,380303,4,2,13,6,150.152,8448563204
4/27/2018,RXM,FALSE,C,9d,0,0,0,0,0,0,0,11,211,1755243,424903,24,11,18,12,260.796,4165384805
4/27/2018,MXE,TRUE,Shell,45d,0,0,0,0,0,0,0,0,0,0,0,2,1,13,14,0.39907,3591630000
4/27/2018,ONE,FALSE,CSS,2h,3,6,56,56,346,141,4,90,372,137714,51757,148,224,42,10,75.2842,4893473000
4/27/2018,GOM,TRUE,Erlang,72d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,18,18.5487,1892756680
4/27/2018,MQT,TRUE,C,94d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,19,20.4817,1813707460
4/27/2018,PXR,FALSE,HTML,94d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.83234,32582950936
4/27/2018,CSC,TRUE,Go,394d,0,0,0,0,0,0,0,97,11,50465,36753,2,2,7,26,0.0303007,1031738833
4/27/2018,MST,FALSE,Unknown,94d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,29,3.85598,980140659
4/27/2018,MXL,FALSE,Unknown,879d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4114,7640003040
4/27/2018,XTR,FALSE,Unknown,13h,18,30,948,181,2712,631,2,4,101,10746,6523,10,13,7,11,0.0721655,4744745351
4/27/2018,NVE,TRUE,Unknown,94d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,3.87775,2038840051
4/27/2018,GXV,TRUE,Java,18d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,25,0.0712925,1064091703
4/27/2018,CZE,FALSE,Python,13d,0,0,0,0,0,0,0,6,56,0,0,2,7,9,24,296.965,1125436101
4/28/2018,BBN,TRUE,C,21d,0,0,0,0,0,0,0,0,44,0,0,31,25,12,21,15.0491,1716218779
4/28/2018,CBT,FALSE,Go,1h,0,0,0,0,0,0,0,100,225,58181,18729,2373,1280,515,1,9326.1,1.59E+11
4/28/2018,HBC,FALSE,Unknown,3h,0,0,0,0,0,0,0,11,44,1397,125,117,67,55,4,1399.36,23927464228
4/28/2018,GBT,FALSE,Unknown,95d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,22,75.9312,1288635881
4/28/2018,NBC,FALSE,Unknown,1d,0,0,0,0,0,0,0,4,12,829594,829610,397,5508,130,27,0.0058059,1067487031
4/28/2018,MBT,FALSE,Go,5d,0,0,0,0,0,0,0,1,42,229487,62211,0,2,1,28,1.05064,1036981680
4/28/2018,AAD,FALSE,JavaScript,95d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,6,0.355766,9223970177
4/28/2018,HDA,TRUE,C,153d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13,491.137,3946492425
4/28/2018,SEO,TRUE,C++,9d,0,0,0,0,0,0,0,7,43,1051,218,27,27,25,5,19.0143,15642982413
4/28/2018,HET,FALSE,Unknown,19d,0,0,0,0,0,0,0,13,0,0,0,44,29,25,2,684.605,67847542164
4/28/2018,CET,FALSE,Go,104d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,16,21.8445,2215501017
4/28/2018,XIC,FALSE,Python,80d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,19,4.76282,1844313211
4/28/2018,AMI,FALSE,Java,7d,0,0,0,0,0,0,0,12,88,0,0,83,52,18,9,2.05108,5701038973
4/28/2018,CLT,TRUE,Java,166d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,7,152.096,8561577022
4/28/2018,RXM,FALSE,C,10d,0,0,0,0,0,0,0,11,211,1755243,424903,24,11,18,12,257.07,4107231338
4/28/2018,MXE,TRUE,Shell,46d,0,0,0,0,0,0,0,100,0,412940,244494,2,1,13,14,0.412696,3714264000
4/28/2018,ONE,FALSE,CSS,2h,1,7,124,8,470,149,5,90,375,137838,51765,149,224,43,11,77.8601,5060906500
4/28/2018,GOM,TRUE,Erlang,73d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,20,17.9649,1833184238
4/28/2018,MQT,TRUE,C,95d,0,0,0,0,0,0,0,1,2,24853,9007,0,0,2,18,21.9081,1940101853
4/28/2018,PXR,FALSE,HTML,95d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.872605,34159172816
4/28/2018,CSC,TRUE,Go,395d,0,0,0,0,0,0,0,97,11,0,0,2,2,7,29,0.0296397,1010296780
4/28/2018,MST,FALSE,Unknown,95d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,25,4.28136,1086853601
4/28/2018,MXL,FALSE,Unknown,880d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.425342,7899095769
4/28/2018,XTR,FALSE,Unknown,14h,9,39,462,160,3174,791,3,5,121,11161,6787,10,14,7,10,0.0818289,5380095653
4/28/2018,NVE,TRUE,Unknown,95d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,4.07928,2144800321
4/28/2018,GXV,TRUE,Java,19d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,26,0.0718495,1072868908
4/28/2018,CZE,FALSE,Python,14d,0,0,0,0,0,0,0,6,56,30739,515,2,7,9,24,296.74,1127943978
4/29/2018,EAE,FALSE,JavaScript,9d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,23,5.44085,1267829436
4/29/2018,BBN,TRUE,C,6h,0,0,0,0,0,0,0,3,44,0,0,32,25,12,21,15.3249,1747671367
4/29/2018,CBT,FALSE,Go,8h,0,0,0,0,0,0,0,100,225,58181,18729,2376,1280,515,1,9465.34,1.61E+11
4/29/2018,HBC,FALSE,Unknown,23h,0,0,0,0,0,0,0,11,44,1397,125,118,67,55,4,1460.48,24973605552
4/29/2018,GBT,FALSE,Unknown,96d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,22,78.7127,1335909866
4/29/2018,NBC,FALSE,Unknown,2d,0,0,0,0,0,0,0,4,0,829594,829610,397,5514,130,28,0.0058328,1072437194
4/29/2018,AAD,FALSE,JavaScript,96d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,6,0.374395,9706965574
4/29/2018,HDA,TRUE,C,154d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13,497.927,4001424419
4/29/2018,SEO,TRUE,C++,10d,0,0,0,0,0,0,0,7,43,1051,218,27,27,25,5,21.3129,17537124034
4/29/2018,HET,FALSE,Unknown,9h,0,0,0,0,0,0,0,13,0,0,0,45,29,25,2,693.811,68766006540
4/29/2018,CET,FALSE,Go,105d,0,0,0,0,0,0,0,1,5,59121,36519,0,0,6,17,21.8353,2214741421
4/29/2018,XIC,FALSE,Python,81d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,20,4.73241,1832537506
4/29/2018,AMI,FALSE,Java,8d,0,0,0,0,0,0,0,12,88,23073,6450,83,52,18,9,2.08578,5797488674
4/29/2018,KLS,FALSE,JavaScript,289d,0,0,0,0,0,0,0,0,0,137182,0,1,7,3,24,12.0184,1266106260
4/29/2018,CLT,TRUE,Java,167d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,7,154.651,8706416367
4/29/2018,RXM,FALSE,C,11d,0,0,0,0,0,0,0,11,211,1755243,424903,24,11,18,12,258.688,4133492710
4/29/2018,MXE,TRUE,Shell,47d,0,0,0,0,0,0,0,100,0,0,0,2,1,13,14,0.429464,3865176000
4/29/2018,ONE,FALSE,CSS,19h,0,7,0,0,470,149,5,90,376,137838,51765,150,224,43,11,80.1685,5210952500
4/29/2018,GOM,TRUE,Erlang,74d,0,0,0,0,0,0,0,1,3,29014,15057,0,0,2,19,18.2936,1866725625
4/29/2018,MQT,TRUE,C,96d,0,0,0,0,0,0,0,1,2,24853,9007,0,0,2,18,22.2361,1969170846
4/29/2018,PXR,FALSE,HTML,96d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.887532,34743508194
4/29/2018,CSC,TRUE,Go,396d,0,0,0,0,0,0,0,97,11,0,0,2,2,7,29,0.0299466,1021036433
4/29/2018,MST,FALSE,Unknown,96d,0,0,0,0,0,0,0,1,0,64,0,0,2,3,26,4.26194,1081707659
4/29/2018,MXL,FALSE,Unknown,881d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.456429,8476444157
4/29/2018,XTR,FALSE,Unknown,17h,2,41,152,16,3326,807,3,5,130,11237,6795,13,15,7,10,0.0850805,5593882213
4/29/2018,NVE,TRUE,Unknown,96d,0,0,0,0,0,0,0,1,2,1,0,0,0,1,16,4.39174,2309085270
4/29/2018,GXV,TRUE,Java,20d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,27,0.072422,1081540052
4/29/2018,CZE,FALSE,Python,15d,0,0,0,0,0,0,0,6,56,30739,515,2,7,9,25,297.868,1133121520
4/30/2018,EAE,FALSE,JavaScript,10d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,26,4.54827,1059840023
4/30/2018,BBN,TRUE,C,1d,0,0,0,0,0,0,0,3,44,0,0,32,25,11,21,14.6531,1671058428
4/30/2018,CBT,FALSE,Go,42m,0,0,0,0,0,0,0,100,222,58181,18729,2384,1283,516,1,9358.69,1.59E+11
4/30/2018,HBC,FALSE,Unknown,2d,0,0,0,0,0,0,0,11,44,1397,125,118,67,55,4,1404.54,24019530129
4/30/2018,GBT,FALSE,Unknown,97d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,23,75.8218,1287009552
4/30/2018,MBT,FALSE,Go,7d,0,0,0,0,0,0,0,1,0,0,0,0,2,1,27,1.04215,1028602050
4/30/2018,AAD,FALSE,JavaScript,97d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,6,0.347514,9010019991
4/30/2018,HDA,TRUE,C,155d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,490.571,3943214707
4/30/2018,SEO,TRUE,C++,11d,0,0,0,0,0,0,0,7,43,0,0,27,27,25,5,19.3204,15938074668
4/30/2018,HET,FALSE,Unknown,1d,0,0,0,0,0,0,0,13,0,0,0,45,29,25,2,680.108,67421797907
4/30/2018,CET,FALSE,Go,106d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,17,22.1713,2249226792
4/30/2018,XIC,FALSE,Python,82d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,20,4.4981,1741805328
4/30/2018,AMI,FALSE,Java,9d,0,0,0,0,0,0,0,12,88,0,0,83,52,18,11,1.97051,5477092218
4/30/2018,KLS,FALSE,JavaScript,290d,0,0,0,0,0,0,0,0,0,137182,0,1,7,3,22,12.3803,1304659220
4/30/2018,CLT,TRUE,Java,168d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,7,151.317,8521006430
4/30/2018,RXM,FALSE,C,12d,0,0,0,0,0,0,0,11,211,1755243,424903,24,11,18,13,246.25,3935586080
4/30/2018,MXE,TRUE,Shell,48d,0,0,0,0,0,0,0,100,0,0,0,2,1,13,14,0.413082,3717738000
4/30/2018,ONE,FALSE,CSS,19h,0,7,0,0,470,149,5,90,376,137838,51765,151,225,44,9,87.49,5686850000
4/30/2018,GOM,TRUE,Erlang,75d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,17.4942,1785152809
4/30/2018,MQT,TRUE,C,97d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,18,24.162,2139781114
4/30/2018,PXR,FALSE,HTML,97d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.854815,33462761858
4/30/2018,MST,FALSE,Unknown,97d,0,0,0,0,0,0,0,1,1,64,0,0,2,3,29,4.01853,1019392005
4/30/2018,MXL,FALSE,Unknown,882d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.434954,8077663642
4/30/2018,XTR,FALSE,Unknown,7h,0,41,0,0,3326,807,3,5,132,11237,6795,14,15,8,10,0.086102,5661043909
4/30/2018,NVE,TRUE,Unknown,97d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,16,4.54316,2388698747
4/30/2018,GXV,TRUE,Java,21d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,28,0.0683062,1020353804
4/30/2018,CZE,FALSE,Python,16d,0,0,0,0,0,0,0,6,56,30739,515,2,8,9,25,290.963,1108960012
5/4/2018,EAE,FALSE,JavaScript,14d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,29,4.3907,1023122987
5/4/2018,BBN,TRUE,C,5d,0,0,0,0,0,0,0,0,44,0,0,32,25,11,21,14.3197,1633037062
5/4/2018,CBT,FALSE,Go,6h,0,0,0,0,0,0,0,100,211,58181,18729,2401,1292,517,1,9596.93,1.63E+11
5/4/2018,HBC,FALSE,Unknown,8m,0,0,0,0,0,0,0,11,44,1397,125,117,68,56,4,1467.89,25113634597
5/4/2018,GBT,FALSE,Unknown,101d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,25,75.2449,1277842646
5/4/2018,NBC,FALSE,Unknown,7d,0,0,0,0,0,0,0,4,12,829594,829610,397,5547,131,24,0.00695904,1279572876
5/4/2018,AAD,FALSE,JavaScript,101d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,6,0.361497,9372558218
5/4/2018,HDA,TRUE,C,159d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,490.204,3946753697
5/4/2018,SEO,TRUE,C++,9h,2,8,286,88,912,119,2,7,53,0,0,27,28,25,5,17.5393,14609008585
5/4/2018,HET,FALSE,Unknown,5d,0,0,0,0,0,0,0,13,0,0,0,45,29,25,2,771.742,76569537465
5/4/2018,CET,FALSE,Go,110d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,17,22.2145,2255187072
5/4/2018,XIC,FALSE,Python,86d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,20,4.34644,1683077822
5/4/2018,AMI,FALSE,Java,2d,0,0,0,0,0,0,0,12,88,0,0,82,52,18,9,2.42674,6745197319
5/4/2018,KLS,FALSE,JavaScript,294d,0,0,0,0,0,0,0,0,0,137182,0,1,7,3,22,13.9947,1476723534
5/4/2018,CLT,TRUE,Java,172d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,7,158.098,8912191787
5/4/2018,RXM,FALSE,C,16d,0,0,0,0,0,0,0,10,211,1755243,424903,24,11,18,13,242.235,3874677845
5/4/2018,MXE,TRUE,Shell,52d,0,0,0,0,0,0,0,100,0,0,0,2,1,13,14,0.429776,3867984000
5/4/2018,ONE,FALSE,CSS,3h,2,6,517,272,662,294,4,89,375,138376,52051,152,226,44,11,86.0038,5590247000
5/4/2018,GOM,TRUE,Erlang,79d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,18.0128,1838072076
5/4/2018,MQT,TRUE,C,101d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,18,23.0972,2045704222
5/4/2018,PXR,FALSE,HTML,101d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.866922,33964495055
5/4/2018,MXL,FALSE,Unknown,886d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.434391,8067484728
5/4/2018,XTR,FALSE,Unknown,2h,8,28,554,23,1451,307,3,5,141,11774,6979,16,15,8,10,0.0875146,5753919691
5/4/2018,NVE,TRUE,Unknown,101d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,15,5.03396,2646751148
5/4/2018,GXV,TRUE,Java,25d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,26,0.0799708,1195906684
5/4/2018,CZE,FALSE,Python,20d,0,0,0,0,0,0,0,6,56,30739,515,2,8,9,27,300.477,1153780975
5/5/2018,EAE,FALSE,JavaScript,15d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,28,4.9221,1146950066
5/5/2018,BBN,TRUE,C,14h,0,0,0,0,0,0,0,0,44,0,0,34,26,11,21,14.2119,1620743411
5/5/2018,CBT,FALSE,Go,8h,0,0,0,0,0,0,0,100,211,58181,18729,2407,1291,517,1,9806.83,1.67E+11
5/5/2018,HBC,FALSE,Unknown,1d,0,0,0,0,0,0,0,11,44,1397,125,117,68,56,4,1539.59,26343077716
5/5/2018,GBT,FALSE,Unknown,102d,0,0,0,0,0,0,0,1,7,1587,1152,1,1,1,23,75.5586,1283311712
5/5/2018,NBC,FALSE,Unknown,8d,0,0,0,0,0,0,0,4,12,829594,829610,397,5554,131,24,0.00674875,1240917513
5/5/2018,AAD,FALSE,JavaScript,102d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,7,0.367467,9527342829
5/5/2018,HDA,TRUE,C,160d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,488.479,3933758424
5/5/2018,SEO,TRUE,C++,23h,0,7,0,0,887,107,2,7,53,0,0,28,30,25,5,18.2525,15238403261
5/5/2018,HET,FALSE,Unknown,6d,0,0,0,0,0,0,0,13,0,0,0,45,29,25,2,802.047,79592794106
5/5/2018,CET,FALSE,Go,111d,0,0,0,0,0,0,0,1,5,0,0,0,0,6,16,22.5368,2288259812
5/5/2018,XIC,FALSE,Python,87d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,20,4.42643,1714052458
5/5/2018,AMI,FALSE,Java,3d,0,0,0,0,0,0,0,12,88,0,0,82,52,18,9,2.39255,6650165179
5/5/2018,KLS,FALSE,JavaScript,295d,0,0,0,0,0,0,0,0,0,137182,0,1,7,3,22,13.9008,1467293987
5/5/2018,CLT,TRUE,Java,173d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,6,172.024,9699807649
5/5/2018,RXM,FALSE,C,17d,0,0,0,0,0,0,0,10,211,1755243,424903,24,11,18,14,243.608,3897406681
5/5/2018,MXE,TRUE,Shell,53d,0,0,0,0,0,0,0,100,0,0,0,2,1,13,13,0.435537,3919833000
5/5/2018,ONE,FALSE,CSS,1d,0,5,0,0,538,286,4,89,376,138376,52051,152,226,44,11,84.8387,5514515500
5/5/2018,GOM,TRUE,Erlang,80d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,17.6798,1804091907
5/5/2018,MQT,TRUE,C,102d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,18,22.4705,1990251463
5/5/2018,PXR,FALSE,HTML,102d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.903991,35416793955
5/5/2018,MXL,FALSE,Unknown,887d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.433032,8042264728
5/5/2018,XTR,FALSE,Unknown,1d,0,19,0,0,989,147,3,5,149,11774,6979,16,15,8,10,0.088763,5835999634
5/5/2018,NVE,TRUE,Unknown,102d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,15,5.42527,2853144815
5/5/2018,GXV,TRUE,Java,26d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,26,0.0796763,1191828665
5/5/2018,CZE,FALSE,Python,21d,0,0,0,0,0,0,0,6,56,30739,515,2,8,9,27,300.448,1155817823
5/6/2018,EAE,FALSE,JavaScript,16d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,29,4.46383,1040163774
5/6/2018,BBN,TRUE,C,2d,0,0,0,0,0,0,0,3,44,0,0,34,26,11,21,14.6068,1665778316
5/6/2018,CBT,FALSE,Go,12m,0,0,0,0,0,0,0,100,210,58181,18729,2412,1291,519,1,9870.66,1.68E+11
5/6/2018,HBC,FALSE,Unknown,2d,0,0,0,0,0,0,0,11,44,1397,125,117,68,56,4,1788.77,30610170108
5/6/2018,GBT,FALSE,Unknown,103d,0,0,0,0,0,0,0,1,7,0,0,1,1,1,23,81.4217,1383075699
5/6/2018,NBC,FALSE,Unknown,9d,0,0,0,0,0,0,0,4,12,829594,829610,397,5559,131,24,0.00729538,1341440739
5/6/2018,AAD,FALSE,JavaScript,103d,0,0,0,0,0,0,0,2,0,0,0,0,1,14,7,0.359152,9311759238
5/6/2018,HDA,TRUE,C,161d,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12,514.147,4141404834
5/6/2018,SEO,TRUE,C++,10h,0,6,0,0,877,106,2,7,55,0,0,30,30,25,5,17.4786,14653025065
5/6/2018,HET,FALSE,Unknown,7d,0,0,0,0,0,0,0,13,0,0,0,45,29,25,2,825.743,81961322663
5/6/2018,CET,FALSE,Go,112d,0,0,0,0,0,0,0,1,5,59121,36519,0,0,6,16,24.5906,2497170930
5/6/2018,XIC,FALSE,Python,88d,0,0,0,0,0,0,0,2,22,381,99,2,25,3,20,4.3813,1696576707
5/6/2018,AMI,FALSE,Java,4d,0,0,0,0,0,0,0,12,88,23073,6450,82,52,18,9,2.46827,6860631212
5/6/2018,KLS,FALSE,JavaScript,296d,0,0,0,0,0,0,0,0,0,0,0,1,7,3,22,13.4754,1422856697
5/6/2018,CLT,TRUE,Java,174d,0,0,0,0,0,0,0,40,0,0,0,4,2,13,6,179.607,10130223227
5/6/2018,RXM,FALSE,C,18d,0,0,0,0,0,0,0,10,211,1755243,424903,24,11,18,13,241.649,3866879256
5/6/2018,MXE,TRUE,Shell,54d,0,0,0,0,0,0,0,100,0,0,0,2,1,13,14,0.423378,3810402000
5/6/2018,ONE,FALSE,CSS,2d,0,5,0,0,538,286,4,89,377,138376,52051,152,226,44,10,87.3392,5677048000
5/6/2018,GOM,TRUE,Erlang,81d,0,0,0,0,0,0,0,1,3,0,0,0,0,2,19,17.3781,1773305669
5/6/2018,MQT,TRUE,C,103d,0,0,0,0,0,0,0,1,2,0,0,0,0,2,18,23.3068,2064380139
5/6/2018,PXR,FALSE,HTML,103d,0,0,0,0,0,0,0,1,8,0,0,5,6,8,3,0.915235,35857314304
5/6/2018,MXL,FALSE,Unknown,888d,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.42832,7954771385
5/6/2018,XTR,FALSE,Unknown,17h,4,20,1046,24,1882,154,3,5,149,12298,6992,16,15,8,11,0.0852797,5606979237
5/6/2018,NVE,TRUE,Unknown,103d,0,0,0,0,0,0,0,1,2,0,0,0,0,1,15,5.1497,2708222789
5/6/2018,GXV,TRUE,Java,27d,0,0,0,0,0,0,0,20,0,0,0,2,1,2,27,0.0774153,1158324311
5/6/2018,CZE,FALSE,Python,22d,0,0,0,0,0,0,0,6,56,30739,515,2,8,9,26,309.563,1193104171
5/7/2018,EAE,FALSE,JavaScript,17d,0,0,0,0,0,0,0,5,143,0,0,8,6,19,29,4.01772,936211011
5/7/2018,BBN,TRUE,C,3d,0,0,0,0,0,0,0,0,44,0,0,34,26,11,21,13.3591,1523488999
